district_id,image_link
pa13,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/pa13.PNG
pa14,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/pa14.PNG
pa15,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/pa15.PNG
pa16,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/pa16.PNG
pa17,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/pa17.PNG
pa18,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/pa18.PNG
ri1,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/ri1.PNG
ri2,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/ri2.PNG
sc1,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/sc1.PNG
sc2,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/sc2.PNG
sc3,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/sc3.PNG
sc4,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/sc4.PNG
sc5,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/sc5.PNG
sc6,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/sc6.PNG
sc7,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/sc7.PNG
sd0,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/sd0.PNG
tn1,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tn1.PNG
tn2,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tn2.PNG
tn3,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tn3.PNG
tn4,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tn4.PNG
tn5,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tn5.PNG
tn6,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tn6.PNG
tn7,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tn7.PNG
tn8,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tn8.PNG
tn9,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tn9.PNG
tx1,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx1.PNG
tx2,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx2.PNG
tx3,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx3.PNG
tx4,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx4.PNG
tx5,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx5.PNG
tx6,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx6.PNG
tx7,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx7.PNG
tx8,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx8.PNG
tx9,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx9.PNG
tx10,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx10.PNG
tx11,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx11.PNG
tx12,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx12.PNG
tx13,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx13.PNG
tx14,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx14.PNG
tx15,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx15.PNG
tx16,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx16.PNG
tx17,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx17.PNG
tx18,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx18.PNG
tx19,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx19.PNG
tx20,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx20.PNG
tx21,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx21.PNG
tx22,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx22.PNG
tx23,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx23.PNG
tx24,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx24.PNG
tx25,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx25.PNG
tx26,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx26.PNG
tx27,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx27.PNG
tx28,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx28.PNG
tx29,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx29.PNG
tx30,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx30.PNG
tx31,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx31.PNG
tx32,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx32.PNG
tx33,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx33.PNG
tx34,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx34.PNG
tx35,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx35.PNG
tx36,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/tx36.PNG
ut1,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/ut1.PNG
ut2,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/ut2.PNG
ut3,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/ut3.PNG
ut4,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/ut4.PNG
va1,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/va1.PNG
va2,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/va2.PNG
va3,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/va3.PNG
va4,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/va4.PNG
va5,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/va5.PNG
va6,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/va6.PNG
va7,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/va7.PNG
va8,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/va8.PNG
va9,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/va9.PNG
va10,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/va10.PNG
va11,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/va11.PNG
vt0,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/vt0.PNG
wa1,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wa1.PNG
wa2,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wa2.PNG
wa3,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wa3.PNG
wa4,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wa4.PNG
wa5,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wa5.PNG
wa6,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wa6.PNG
wa7,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wa7.PNG
wa8,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wa8.PNG
wa9,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wa9.PNG
wa10,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wa10.PNG
wi1,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wi1.PNG
wi2,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wi2.PNG
wi3,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wi3.PNG
wi4,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wi4.PNG
wi5,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wi5.PNG
wi6,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wi6.PNG
wi7,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wi7.PNG
wi8,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wi8.PNG
wv1,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wv1.PNG
wv2,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wv2.PNG
wv3,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wv3.PNG
wy0,https://github.com/madelinekinnaird/Gerrymandr/blob/master/images/wy0.PNG
